Image,Crack,Efflorescence,Spalling,Undamaged,True Label
001_0fwtaowy.t1o.jpg,0.8954359,0.09710594900000157,0.0055427446666667345,0.0019154003333333334,0
001_avlr5wdk.yoi.jpg,0.3196697,0.006379744,0.6733038219999999,0.000646713,0
001_cdl1dg2t.4w0.jpg,0.6433864577333334,0.003343176063333333,0.34653900666666665,0.006731364668229999,0
001_kwmsqgk2.yfv.jpg,0.9802676433333334,0.0019025846666666667,0.015986373333333335,0.001843427,0
001_s5g23evx.mzu.jpg,0.9365959566666667,0.007739926710666666,0.04951303666831,0.0061510705766666665,0
002_ef5csbwj.r10.jpg,0.634305349,0.35838186999999994,0.0021950592926666666,0.005117681333333333,0
002_v3h0t5sm.lqi.jpg,0.284572860000001,0.5883854706666667,0.018726898666666665,0.10831474066666667,0
005_j3jkrxyt.i2n.jpg,0.9329827833333333,0.009177222333333334,0.023933563333333335,0.03390642666666666,0
006_kdbh5mv1.2db.jpg,0.25288277001213333,0.217781832,0.018014934000343333,0.5113204193333334,0
009_an1rjwgl.3uu.jpg,0.23969433834860002,0.094770066,0.058678258436666665,0.6068573043333333,0
012_asfuvbod.oa3.jpg,0.9038638666666667,0.09102265069088666,0.002335440666666675,0.002778054000233334,0
012_b4d135xg.lwj.jpg,0.06678949333355366,0.9020430433333333,0.029318556666666665,0.0018489046666675766,0
014_yzkaimlb.g0w.jpg,0.9980886999999999,0.0001890386706,0.0016401014666666668,8.218524999999999e-05,0
017_t11t3li5.4hl.jpg,0.9467954433333333,0.007982717666666667,0.03972943,0.005492400333333335,0
017_w1hvfhw4.zkq.jpg,0.9215291533333333,0.013692621,0.06038353333333333,0.004394692666666667,0
020_qktrfhtp.41z.jpg,0.6178941366666667,0.3315524,0.03715564000007967,0.013397874333333339,0
025_oekleedw.k0u.jpg,0.9709883333333332,0.004983830666666667,0.0020665176666666667,0.02196135,0
048_12c1c1ht.aw5.jpg,0.9797134,0.011169949,0.008174995666666667,0.0009416413333333333,0
068_5p0lfjeg.znj.jpg,0.502071922,0.38679018900000006,0.08485681666666689,0.02628105266666667,0
078_il0dby2o.vls.jpg,0.9992332333333334,0.00037217133333333335,0.00025833666666666666,0.00013625733333346368,0
113_2grzu0wr.eui.jpg,0.9977216533333334,0.000285971,0.0019220723333333333,7.030166666666667e-05,0
113_5qli1feo.1sg.jpg,0.9979506866666666,0.0005262426666666668,0.00011299468513333332,0.0014100871200000001,0
113_oinxojp4.40l.jpg,0.9989055666666666,0.00020642566666666717,0.000159863666666667,0.00072814066666985,0
113_ow1sj124.gur.jpg,0.9943489,0.0010285366666666666,0.0044547910000000005,0.00016777199999999998,0
169_dsnzqlzj.p53.jpg,0.997944,0.0018618373333333332,8.7319e-05,0.000106851,0
189_2gjyn4p2.aix.jpg,0.8991959,0.095873854546,0.003441122666667173,0.0014891373333388235,0
189_w0raeiwe.h13.jpg,0.9533085,0.04374000333333339,0.0017514453333333346,0.0012000423334656667,0
191_1nl0xa4a.5ea.jpg,0.8710990866666667,0.06513152456666667,0.06166496667253333,0.0021044106,0
191_yb3dpinx.gc3.jpg,0.8994787666666667,0.08966294000000002,0.008990767,0.0018675336666666854,0
AZ-1836-07072015-FLD-DC-VIC-005-255-1_tytyqeky.4lz.jpg,0.9984116,0.0004559796666666666,0.000704353,0.00042811233333333334,0
AZ-1836_1.JPG,0.9541246666666666,0.04081925733333334,0.0042013246666666665,0.0008547720000000001,0
